stock_code,stock_name,stock_name_en,market,dart_corp_code,aliases
003000,부광약품,,,00123718,
003010,혜인,,,00165343,
003020,남양,,,00107446,
003030,세아제강지주,,,00124197,
003040,한일약품공업,,,00163044,
003050,링세오코리아,,,00110547,
003060,에이프로젠바이오로직스,,,00101044,
003070,코오롱글로벌,,,00152880,
003080,SB성보,,,00132725,
003090,대웅,,,00111810,
0030R0,대신밸류리츠,,,01885222,
003100,선광,,,00131896,
003120,일성아이에스,,,00146214,
003160,디아이,,,00118275,
003190,알앤엘재생의학연구소,,,00112004,
003200,일신방직,,,00146269,
003220,대원제약,,,00111999,
003230,삼양식품,,,00126955,
003240,태광산업,,,00153393,
003280,흥아해운,,,00167208,
003300,한일홀딩스,,,00162993,
003310,대주산업,,,00112457,
003330,하나IB증권,,,00115038,
003350,한국화장품제조,,,00160621,
003380,하림지주,,,00148364,
003410,쌍용씨앤이,,,00138224,
003450,케이비증권,,,00164876,
003460,유화증권,,,00145190,
003470,유안타증권,,,00117601,
003480,한진중공업홀딩스,,,00163673,
003490,대한항공,,,00113526,
003520,영진약품,,,00141149,
003530,한화투자증권,,,00148610,
003540,대신증권,,,00110893,
003550,LG,,,00120021,
003560,아이에이치큐,,,00154426,
003570,SNT다이내믹스,,,00134477,
003580,HLB글로벌,,,00169048,
003590,광덕물산,,,00103583,
003600,SK,,,00144155,
003610,방림,,,00122348,
003620,KG모빌리티,,,00138242,
003640,유니온스틸,,,00140380,
003650,미창석유공업,,,00122056,
003660,고려시멘트,,,00102821,
003670,포스코퓨처엠,,,00155276,
003680,한성기업,,,00161860,
003690,코리안리,,,00113191,
003720,삼영,,,00127255,
003780,진양산업,,,00150439,
0037T0,KB제32호스팩,,,01902990,
003800,에이스침대,,,00140052,
003830,대한화섬,,,00113544,
003850,보령,,,00123143,
003900,동원데어리푸드,,,00164292,
003920,남양유업,,,00107598,
003930,부흥,,,00124513,
003940,삼양제넥스,,,00132105,
003960,사조대림,,,00109718,
003990,BHK,,,00136235,
004000,롯데정밀화학,,,00157681,
004010,롯데미도파,,,00121729,
004020,현대제철,,,00145880,
004060,SG세계물산,,,00133511,
004080,신흥,,,00173795,
004090,한국석유공업,,,00157991,
004100,태양금속공업,,,00153755,
004130,대덕GDS,,,00109170,
004140,동방,,,00115287,
004150,한솔홀딩스,,,00171636,
004170,신세계,,,00136378,
004190,스마텔,,,00147949,
0041B0,교보18호스팩,,,01910324,
0041J0,엘에스스팩1호,,,01906552,
0041L0,하나35호스팩,,,01906598,
004200,고려개발,,,00102681,
004230,세신,,,00133928,
004250,엔피씨,,,00108038,
004270,남성,,,00172185,
004310,현대약품,,,00164706,
004320,호반산업,,,00144766,
004360,세방,,,00133812,
004370,농심,,,00108241,
004380,삼익THK,,,00127802,
004410,서울식품공업,,,00130879,
004430,송원산업,,,00134963,
004440,삼일씨엔에스,,,00109806,
004450,삼화왕관,,,00129235,
004490,세방전지,,,00133858,
0044K0,삼성스팩10호,,,01910759,
004510,디와이홀딩스,,,00117382,
004530,에스와이,,,00151252,
004540,깨끗한나라,,,00113492,
004550,대우송도개발,,,00161028,
004560,현대비앤지스틸,,,00125743,
004590,한국가구,,,00156442,
004620,캠브리지코오롱,,,00128759,
004650,창해에탄올,,,00123523,
004660,신동방CP,,,00115427,
004690,삼천리,,,00128555,
004700,조광피혁,,,00148939,
004710,한솔테크닉스,,,00157399,
004720,팜젠사이언스,,,00135050,
004740,보루네오가구,,,00123152,
004770,써니전자,,,00138057,
004780,대륙제관,,,00109587,
004790,렉스엘이앤지,,,00106492,
004800,효성,,,00117188,
004820,조인에너지,,,00174305,
004830,덕성,,,00114093,
004840,DRB동일,,,00118266,
004870,티웨이홀딩스,,,00109514,
004890,동일산업,,,00172936,
004910,조광페인트,,,00148920,
004920,씨아이테크,,,00127158,
004940,하나은행,,,00158909,
004960,한신공영,,,00162063,
004970,신라교역,,,00135962,
004980,성신양회,,,00132804,
004990,롯데지주,,,00120562,
005010,휴스틸,,,00156488,
005030,부산주공,,,00124151,
005070,코스모신소재,,,00129989,
005090,SGC에너지,,,00125150,
005110,한창,,,00163716,
005160,동국산업,,,00172680,
005180,빙그레,,,00124726,
005190,동성화학,,,00116356,
005250,녹십자홀딩스,,,00108135,
005270,아이엠뱅크,,,00109019,
005280,부산은행,,,00124106,
005290,동진쎄미켐,,,00118804,
005300,롯데칠성음료,,,00120571,
005320,온타이드,,,00168331,
005330,카스코,,,00106650,
005350,심팩인더스트리,,,00123648,
005360,모나미,,,00121288,
005380,현대자동차,,,00164742,
005390,신성통상,,,00136341,
005420,코스모화학,,,00160302,
005430,한국공항,,,00156691,
005440,현대지에프홀딩스,,,00105280,
005450,신한,,,00173740,
005490,POSCO홀딩스,,,00155319,
0054V0,엔에이치스팩32호,,,01931585,
005500,삼진제약,,,00128412,
005560,제이에스전선,,,00140362,
005600,중앙제지,,,00149840,
005610,삼립,,,00125530,
005620,대성합동지주,,,00110495,
005670,푸드웰,,,00165103,
005680,삼영전자공업,,,00127200,
005690,파미셀,,,00145163,
005710,대원산업,,,00111874,
005720,넥센,,,00167192,
005740,크라운해태홀딩스,,,00153126,
005750,대림바스,,,00109754,
005760,위너스인프라인,,,00165200,
005800,신영와코루,,,00136624,
005810,풍산홀딩스,,,00155531,
005820,원림,,,00143794,
005830,DB손해보험,,,00159102,
005850,에스엘,,,00125521,
005860,한일사료,,,00162911,
005870,휴니드테크놀러지스,,,00111421,
005880,대한해운,,,00113535,
005890,동원증권,,,00162142,
005900,동양건설산업,,,00117072,
005930,삼성전자,,,00126380,
005940,NH투자증권,,,00120182,
005950,이수화학,,,00145552,
005960,동부건설,,,00115612,
005980,성지건설,,,00133238,
005990,매일홀딩스,,,00120924,
006040,동원산업,,,00118026,
006050,국영지앤엠,,,00104537,
006060,화승인더스트리,,,00166227,
006070,기린,,,00106508,
006090,사조오양,,,00141875,
006110,삼아알미늄,,,00126779,
006120,SK디스커버리,,,00131832,
006140,피제이전자,,,00155735,
006150,한메엔에스,,,00136217,
006200,한국전자홀딩스,,,00159254,
006210,휴리프,,,00142698,
006220,제주은행,,,00148832,
006250,극동전선,,,00105165,
006260,LS,,,00105952,
006280,녹십자,,,00129679,
006340,대원전선,,,00260392,
006350,전북은행,,,00147295,
006360,GS건설,,,00120030,
006370,대구백화점,,,00108977,
006380,카프로,,,00159810,
006390,한일현대시멘트,,,00164672,
006400,삼성SDI,,,00126362,
006440,한일건설,,,00162780,
006490,인스코비,,,00122825,
006570,대림통상,,,00109824,
006580,대양제지공업,,,00111227,
006600,동신제약,,,00116499,
006620,동구바이오제약,,,00114686,
006650,대한유화,,,00260383,
006660,삼성공조,,,00126201,
006730,서부T&D,,,00130383,
006740,블루산업개발,,,00141404,
006750,센추리,,,00101992,
006800,미래에셋증권,,,00111722,
006840,AK홀딩스,,,00125080,
006880,신송홀딩스,,,00136402,
006890,태경케미컬,,,00109161,
0068Y0,비엔케이제3호스팩,,,01933981,
006910,보성파워텍,,,00267881,
006920,모헨즈,,,00163318,
006980,우성,,,00142661,
007050,유리이에스,,,00128731,
007070,GS리테일,,,00140177,
0070X0,에스테크엠,,,01921199,
007110,일신석재,,,00146296,
007120,미래아이앤지,,,00104786,
007150,동양텔레콤,,,00117638,
007160,사조산업,,,00124799,
007190,한솔아트원제지,,,00137702,
0071M0,삼성스팩11호,,,01935183,
007200,진흥저축은행,,,00150855,
007210,벽산,,,00122898,
007280,한국특강,,,00124090,
0072Z0,KB제33호스팩,,,01934935,
007310,오뚜기,,,00141529,
007330,푸른저축은행,,,00124805,
007340,DN오토모티브,,,00116949,
007370,진양제약,,,00150536,
007390,네이처셀,,,00117276,
007460,에이프로젠,,,00152385,
007480,대한은박지,,,00113173,
007490,태창기업,,,00154204,
007530,와이엠,,,00140858,
007540,샘표,,,00130091,
007570,일양약품,,,00146454,
007590,동방아그로,,,00115384,
007610,선도전기,,,00131939,
007630,폴루스바이오팜,,,00167280,
007640,애큐온저축은행,,,00111014,
007660,이수페타시스,,,00107613,
007680,대원,,,00111838,
007690,국도화학,,,00104388,
007700,F&F 홀딩스,,,00126487,
007720,소노스퀘어,,,00104810,
007770,한일화학,,,00267979,
007800,솔로몬저축은행,,,00189343,
007810,코리아써키트,,,00152686,
007820,엠엑스로보틱스,,,00137915,
007830,부산저축은행,,,00124054,
007860,서연,,,00163114,
007910,세원화성,,,00108047,
007980,TP,,,00154329,
008000,도레이케미칼,,,00148717,
008020,경남에너지,,,00101336,
008030,아이텍스필,,,00130000,
008040,사조동아원,,,00137252,
008060,대덕,,,00109189,
008080,에스와이코퍼레이션,,,00126885,
008110,대동전자,,,00157104,
008120,엠소닉,,,00124577,
008250,이건산업,,,00145446,
008260,NI스틸,,,00116301,
008270,산은캐피탈,,,00260356,
008290,원풍물산,,,00144021,
0082N0,카나프테라퓨틱스,,,01782183,
008320,한국기술산업,,,00110176,
008340,대주코레스,,,00133715,
008350,남선알미늄,,,00107224,
008370,원풍,,,00144012,
008400,씨앤중공업,,,00150226,
008420,문배철강,,,00121570,
008470,부스타,,,00124276,
008490,서흥,,,00131692,
008500,일정실업,,,00146542,
008540,케이비물산,,,00154189,
008560,메리츠증권,,,00163682,
008600,윌비스,,,00104999,
008670,신한투자증권,,,00138321,
008700,아남전자,,,00138516,
008720,삼양엔텍,,,00127024,
008730,율촌화학,,,00145260,
008770,호텔신라,,,00165680,
008780,아이인프라,,,00119362,
008800,행남사,,,00164362,
008830,대동기어,,,00109310,
008870,금비,,,00168401,
0088D0,메리츠제1호스팩,,,01958111,
0088M0,메쥬,,,01780608,
008900,티이씨앤코,,,00138127,
008930,한미사이언스,,,00161426,
008970,KBI동양철관,,,00117629,
009010,에듀언스,,,00173634,
009070,케이씨티시,,,00103042,
009080,퍼시픽글라스,,,00154417,
009140,경인전자,,,00102140,
009150,삼성전기,,,00126371,
009160,SIMPAC,,,00138260,
009180,한솔로지스틱스,,,00140946,
009190,대양금속,,,00111111,
0091W0,신영스팩11호,,,01945339,
009200,무림페이퍼,,,00136086,
009220,그로웰전자,,,00101637,
009240,한샘,,,00161693,
009270,신원,,,00136864,
009280,다함이텍,,,00130046,
009290,광동제약,,,00103592,
009300,삼아제약,,,00126788,
009310,참엔지니어링,,,00153621,
009320,아진전자부품,,,00111689,
009360,베네데스하이텍,,,00151614,
009380,아세아페이퍼텍,,,00149248,
0093G0,미래에셋비전스팩8호,,,01947072,
009410,태영건설,,,00153861,
009420,한올바이오파마,,,00162586,
009440,KC그린홀딩스,,,00159971,
009450,경동나비엔,,,00101488,
009460,한창제지,,,00163761,
009470,삼화전기,,,00129271,
009520,포스코엠텍,,,00128111,
009540,HD한국조선해양,,,00164830,
009580,무림P&P,,,00119007,
009620,삼보산업,,,00125822,
009680,모토닉,,,00151128,
009690,케이엠에이치,,,00159908,
0096B0,삼성스팩12호,,,01946532,
0096D0,미래에셋비전스팩9호,,,01946596,
009720,한국전기초자,,,00159175,
009730,이렘,,,00116426,
009760,한국지주,,,00159874,
009770,삼정펄프,,,00128227,
009780,엠에스씨,,,00121154,
009790,휴닉스,,,00130037,
0097F0,미래에셋비전스팩10호,,,01949469,
009810,플레이그램,,,00103130,
009830,한화솔루션,,,00162461,
009890,맥슨텔레콤,,,00120960,
0098T0,교보19호스팩,,,01949140,
009900,명신산업,,,00173078,
009940,대아리드선,,,00110981,
009970,영원무역홀딩스,,,00140964,
0099W0,미래에셋비전스팩11호,,,01948220,
0099X0,IBKS제25호스팩,,,01949584,
010040,한국내화,,,00160205,
010050,우리종합금융,,,00104102,
010060,OCI홀딩스,,,00148896,
010090,이마트에브리데이,,,00164308,
010100,한국무브넥스,,,00160418,
010120,엘에스일렉트릭,,,00105855,
010130,고려아연,,,00102858,
010140,삼성중공업,,,00126478,
010150,포스코티엠씨,,,00159926,
010170,대한광통신,,,00113261,
0101C0,하나36호스팩,,,01949195,
010200,극동제혁,,,00105183,
010240,흥국,,,00167031,
010280,아이티센엔텍,,,00138303,
010400,우진아이엔에스,,,00143262,
010420,한솔피엔에스,,,00103626,
010460,화인자산관리,,,00156521,
010470,오리콤,,,00141671,
010520,현대하이스코,,,00164469,
010580,에스엠벡셀,,,00147860,
0105P0,유진스팩12호,,,01954832,
010600,웰바이오텍,,,00141273,
010620,에이치디현대미포,,,00164609,
010640,진양폴리우레탄,,,00160375,
010660,화천기계,,,00166500,
010670,나노트로닉스,,,00268437,
010690,화신,,,00166315,
010730,금강화섬,,,00105509,
010770,평화홀딩스,,,00155124,
010780,아이에스동서,,,00115977,
010820,퍼스텍,,,00148522,
010950,S-Oil,,,00138279,
010960,삼호개발,,,00128980,
011000,진원생명과학,,,00118521,
011020,코오롱유화,,,00152950,
011040,경동제약,,,00101549,
011050,케드콤,,,00159281,
011070,LG이노텍,,,00105961,
011080,형지I&C,,,00142713,
011090,에넥스,,,00139764,
011150,CJ씨푸드,,,00129013,
011160,두산건설,,,00102760,
011170,롯데케미칼,,,00165413,
011200,HMM,,,00164645,
011210,현대위아,,,00106623,
011230,삼화전자공업,,,00129280,
011280,태림포장,,,00153524,
011300,우성머티리얼스,,,00132868,
011320,유니크,,,00147152,
011330,유니켐,,,00137207,
011370,서한,,,00131504,
011390,부산산업,,,00124027,
011400,아진카인텍,,,00173069,
011420,갤럭시아에스엠,,,00129554,
011500,한농화성,,,00160861,
011560,세보엠이씨,,,00133876,
0115H0,삼성스팩13호,,,01957909,
011690,와이투솔루션,,,00144720,
011700,한신기계공업,,,00162072,
011720,현대페인트,,,00164955,
011760,현대코퍼레이션,,,00164812,
011780,금호석유화학,,,00106368,
011790,SKC,,,00139889,
011800,배명금속,,,00122436,
011810,STX,,,00138297,
011930,신성이엔지,,,00136271,
012030,DB,,,00163345,
012090,성원건설,,,00133034,
0120G0,삼양바이오팜,,,01965333,
012160,영흥,,,00141477,
012170,아센디오,,,00145437,
012200,계양전기,,,00102618,
012210,삼미금속,,,00125664,
012250,셰프라인,,,00142591,
012280,영화금속,,,00141413,
012320,경동인베스트,,,00143527,
012330,현대모비스,,,00164788,
012340,뉴인텍,,,00105040,
012400,허메스홀딩스,,,00153551,
012410,글로스텍,,,00102645,
012420,메리츠종합금융,,,00161639,
012450,한화에어로스페이스,,,00126566,
012460,우영,,,00143013,
012510,더존비즈온,,,00172291,
012580,신세계톰보이,,,00132488,
012600,청호ICT,,,00151863,
012610,경인양행,,,00102113,
012620,원일특강,,,00143907,
012630,HDC,,,00164636,
012650,쌍용건설,,,00138206,
012690,모나리자,,,00173102,
0126Z0,삼성에피스홀딩스,,,01965324,
012700,리드코프,,,00117708,
012720,건영,,,00100957,
012750,에스원,,,00158501,
012760,하스코,,,00116806,
012790,신일제약,,,00137058,
012800,대창,,,00112651,
012860,모베이스전자,,,00137234,
012990,LG석유화학,,,00120100,
0129K0,신한제18호스팩,,,01963140,
013000,세우글로벌,,,00134176,
013030,하이록코리아,,,00165060,
0130D0,신한제17호스팩,,,01963520,
0130H0,엔에이치스팩33호,,,01965698,
013120,동원개발,,,00117966,
0131D0,키움히어로제2호스팩,,,01964246,
013200,우방,,,00142564,
013240,셀런,,,00134051,
0132G0,교보20호스팩,,,01985203,
013310,아진산업,,,00139083,
013340,뉴아세아,,,00138695,
013360,일성건설,,,00146232,
013450,동성하이켐,,,00165529,
013520,화승코퍼레이션,,,00166272,
013570,디와이,,,00117179,
013580,계룡건설산업,,,00102432,
013650,데코,,,00114321,
013700,까뮤이앤씨,,,00129420,
013720,THE CUBE&,,,00151605,
013780,아큐텍,,,00267951,
013810,스페코,,,00136165,
013870,지엠비코리아,,,00156354,
013890,지누스,,,00150633,
013990,아가방컴퍼니,,,00138446,
014010,인터피온반도체,,,00111591,
014100,메디앙스,,,00267854,
014130,한익스프레스,,,00129509,
014160,대영포장,,,00111458,
014190,원익큐브,,,00128175,
014200,광림,,,00103635,
014280,금강공업,,,00105299,
014300,선진지주,,,00132114,
014350,신일건업,,,00136970,
014420,프로비타,,,00128953,
014440,영보화학,,,00140779,
014470,부방,,,00243067,
014530,극동유화,,,00105156,
014570,고려제약,,,00103015,
014580,태경비케이,,,00122481,
014590,지앤엘,,,00106456,
014620,성광벤드,,,00132318,
014680,한솔케미칼,,,00140955,
014710,사조씨푸드,,,00124780,
014790,HL D&I,,,00161116,
014820,동원시스템즈,,,00132637,
014830,유니드,,,00159786,
014900,에스컴,,,00125929,
014910,성문전자,,,00132628,
014940,오리엔탈정공,,,00141608,
014950,삼익제약,,,00127875,
014970,삼륭물산,,,00125488,
014990,인디에프,,,00106881,
015020,이스타코,,,00134565,
015050,엘트온,,,00140919,
015110,중앙건설,,,00149664,
015170,중앙바이오텍,,,00149877,
015200,성원,,,00133089,
015230,대창단조,,,00112679,
015260,에이엔피,,,00143314,
015350,부산도시가스,,,00123967,
015360,INVENI,,,00105101,
015390,엘앤씨피,,,00191108,
015540,에코바이브,,,00108065,
015590,DKME,,,00108746,
015670,AP우주통신,,,00150183,
015710,코콤,,,00187725,
015750,성우하이텍,,,00132992,
015760,한국전력공사,,,00159193,
015860,일진홀딩스,,,00146649,
015890,태경산업,,,00153339,
015940,엘지데이콤,,,00114303,
016040,디에스피이엔티,,,00165565,
016090,대현,,,00113614,
016100,리더스코스메틱,,,00180263,
016140,두함지개발,,,00131328,
016160,오라바이오틱스,,,00109648,
016170,카카오엠,,,00130949,
016250,SGC E&C,,,00141246,
016360,삼성증권,,,00104856,
016380,KG스틸,,,00115676,
016420,NH농협증권,,,00116860,
016450,한세예스24홀딩스,,,00161976,
016510,현대DSF,,,00173333,
016560,서울상호저축은행,,,00130815,
016570,에스트라,,,00154392,
016580,환인제약,,,00166573,
016590,신대양제지,,,00135777,
016600,큐캐피탈,,,00267942,
016610,DB증권,,,00115694,
016670,디모아,,,00125725,
016710,대성홀딩스,,,00108940,
016740,두올,,,00119672,
016790,현대사료,,,00164618,
016800,퍼시스,,,00161709,
016830,한국씨티은행,,,00161444,
016880,웅진,,,00143651,
016890,대웅바이오,,,00111829,
016920,카스,,,00152260,
016970,씨크롭,,,00140353,
016990,LG마이크론,,,00105767,
017000,신원종합개발,,,00136925,
017010,제너비오믹스,,,00158839,
017040,광명전기,,,00103662,
017050,스타맥스,,,00136554,
017160,세븐코스프,,,00103121,
017170,훈영,,,00188946,
017180,명문제약,,,00121039,
017250,인터엠,,,00145914,
017300,에이치비이에너지,,,00152631,
017370,우신시스템,,,00142883,
017390,서울도시가스,,,00130684,
017480,삼현철강,,,00128926,
017510,세명전기,,,00133751,
017550,수산세보틱스,,,00135111,
017650,대림제지,,,00109781,
017670,SK텔레콤,,,00159023,
017680,데코앤에프,,,00112819,
017800,현대엘리베이터,,,00164724,
017810,풀무원,,,00155355,
017860,DS단석,,,00108612,
017890,한국알콜,,,00158565,
017900,광전자,,,00152729,
017940,E1,,,00165583,
017960,한국카본,,,00159795,
018000,유니슨,,,00144243,
018120,진로발효,,,00170877,
018180,텔슨정보통신,,,00153852,
018250,애경산업,,,00139454,
018260,삼성에스디에스,,,00126186,
018290,브이티,,,00150165,
018310,삼목에스폼,,,00125646,
018410,현대금속,,,00174475,
018470,조일알미늄,,,00149239,
018500,동원금속,,,00118008,
018620,우진비앤지,,,00103547,
018670,SK가스,,,00144164,
018680,서울제약,,,00131018,
018700,졸스,,,00122205,
018880,한온시스템,,,00161125,
018890,브이오산업,,,00101947,
019010,베뉴지,,,00267906,
019120,경윤하이드로에너지,,,00173324,
019170,신풍제약,,,00137359,
019180,티에이치엔,,,00118965,
019210,와이지-원,,,00139719,
019260,셀텍,,,00162577,
019300,태림페이퍼,,,00118460,
019430,위더스기술금융,,,00267809,
019440,세아특수강,,,00133991,
019490,엑시큐어하이트론,,,00156150,
019540,일지테크,,,00146560,
019550,SBI인베스트먼트,,,00156910,
019560,한국투자파트너스,,,00162081,
019570,플루토스,,,00110750,
019590,에스유앤피,,,00136642,
019640,희훈디앤지,,,00167378,
019660,글로본,,,00159731,
019680,대교,,,00108913,
019770,서연탑메탈,,,00153278,
019930,기라정보통신,,,00106483,
019990,에너토크,,,00169215,
020000,한섬,,,00188089,
020070,에버리소스,,,00154727,
020120,키다리스튜디오,,,00140131,
020150,롯데에너지머티리얼즈,,,00113997,
020180,대신정보통신,,,00110875,
020400,대동금속,,,00191287,
020560,아시아나항공,,,00138792,
020710,시공테크,,,00170026,
020760,일진디스플,,,00198697,
021040,대호특수강,,,00166175,
021050,서원,,,00131197,
021060,한림창업투자,,,00161301,
021080,에이티넘인베스트,,,00161462,
021240,코웨이,,,00170558,
021320,KCC건설,,,00105466,
021570,알루코,,,00139418,
021650,한국큐빅,,,00160010,
021820,세원정공,,,00134316,
021880,메이슨캐피탈,,,00136101,
021960,케이비캐피탈,,,00161408,
022100,포스코DX,,,00155212,
022220,티케이지애강,,,00140061,
022520,코오롱아이넷,,,00186540,
023000,삼원강재,,,00191588,
023020,동양매직,,,00198572,
023150,MH에탄올,,,00121534,
023160,태광,,,00153375,
023350,한국종합기술,,,00159500,
023410,유진기업,,,00184667,
023420,유진종합개발,,,00144933,
023430,아이이,,,00100717,
023440,제이스코홀딩스,,,00148531,
023450,동남합성,,,00115065,
023460,씨앤에이치,,,00149266,
023530,롯데쇼핑,,,00120526,
023590,다우기술,,,00176914,
023600,삼보판지,,,00125938,
023670,알이네트웍스,,,00104892,
023760,한국캐피탈,,,00149594,
023770,플레이위드,,,00138367,
