stock_code,stock_name,industry_code,peer_stock_codes,peer_stock_names,business_tags,sector,industry,business_model,source
054800,아이디스홀딩스,293,046970|093190|332370|045660|049480|049550,우리로|빅솔론|아이디피|에이텍|오픈베이스|잉크테크,software platform|holding company,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
054920,한컴위드,322,010130|103140|295310|006110|005810|058430,고려아연|풍산|에이치브이엠|삼아알미늄|풍산홀딩스|포스코스틸리온,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
054930,유신,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
054940,엑사이엔씨,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
054950,제이브이엠,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
055490,테이팩스,282,009150|011070|353200|222800|020150|007810,삼성전기|LG이노텍|대덕전자|심텍|롯데에너지머티리얼즈|코리아써키트,semiconductors|electrical equipment|energy,Information Technology,Semiconductors,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
055550,신한지주,301,105560|086790|316140|024110|323410|138930,KB금융|하나금융지주|우리금융지주|기업은행|카카오뱅크|BNK금융지주,banking|financials|software platform|holding company,Financials,Banks,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
056080,유진로봇,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,construction|industrial machinery|food and beverage,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
056090,시지메드텍,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
056190,에스에프에이,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
056360,코위버,294,489790|010170|218410|189300|032500|050890,한화비전|대한광통신|RFHIC|인텔리안테크|케이엠더블유|쏠리드,software platform|telecommunications,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
056700,신화인터텍,269,213420|108320|046890|171090|272290|265520,덕산네오룩스|LX세미콘|서울반도체|선익시스템|이녹스첨단소재|AP시스템,semiconductors|materials|software platform,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
056730,CNT85,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
057030,YBM넷,290,215200|461300|068930|072870|067280|339950,메가스터디교육|아이스크림미디어|디지털대성|메가스터디|멀티캠퍼스|아이비김영,energy|media entertainment|education,Energy,Energy Infrastructure,"Content production, distribution, and advertising",NAVER_STOCK_INDUSTRY_COMPARE
057050,현대홈쇼핑,308,257720|036030|035080|362320|053280|475460,실리콘투|케이티알파|그래디언트|청담글로벌|예스24|미트박스,retail,Consumer Discretionary,Retail,Merchandising and commerce,NAVER_STOCK_INDUSTRY_COMPARE
057540,옴니시스템,282,009150|011070|353200|222800|020150|007810,삼성전기|LG이노텍|대덕전자|심텍|롯데에너지머티리얼즈|코리아써키트,semiconductors|electrical equipment|energy|software platform,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
057680,티사이언티픽,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
058110,멕아이씨에스,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
058400,KNN,285,352820|035900|041510|122870|079160|035760,하이브|JYP Ent.|에스엠|와이지엔터테인먼트|CJ CGV|CJ ENM,media entertainment,Communication Services,Media and Entertainment,"Content production, distribution, and advertising",NAVER_STOCK_INDUSTRY_COMPARE
058430,포스코스틸리온,322,010130|103140|295310|006110|005810|009160,고려아연|풍산|에이치브이엠|삼아알미늄|풍산홀딩스|SIMPAC,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
058450,한주에이알티,285,352820|035900|041510|122870|079160|035760,하이브|JYP Ent.|에스엠|와이지엔터테인먼트|CJ CGV|CJ ENM,media entertainment,Communication Services,Media and Entertainment,"Content production, distribution, and advertising",NAVER_STOCK_INDUSTRY_COMPARE
058470,리노공업,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction|industrial machinery,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
058610,에스피지,283,373220|006400|247540|066970|450080|043260,LG에너지솔루션|삼성SDI|에코프로비엠|엘앤에프|에코프로머티|성호전자,semiconductors|battery|energy|software platform,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
058630,엠게임,263,259960|036570|251270|263750|462870|192080,크래프톤|NC|넷마블|펄어비스|시프트업|더블유게임즈,gaming,Communication Services,Interactive Entertainment,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
058650,세아홀딩스,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
058730,다스코,289,002380|300720|038500|003300|344820|002030,KCC|한일시멘트|삼표시멘트|한일홀딩스|KCC글라스|아세아,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
058820,CMG제약,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
058850,KTcs,324,012750|030190|383310|034950|036800|377460,에스원|NICE평가정보|에코프로에이치엔|한국기업평가|나이스정보통신|큐에이드,software platform|telecommunications,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
058860,KTis,324,012750|030190|383310|034950|036800|377460,에스원|NICE평가정보|에코프로에이치엔|한국기업평가|나이스정보통신|큐에이드,software platform|telecommunications,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
058970,엠로,287,012510|053800|356680|030520|475040|477850,더존비즈온|안랩|엑스게이트|한글과컴퓨터|스트라드비젼|마키나락스,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
059090,미코,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
059100,아이컴포넌트,269,213420|108320|046890|171090|272290|265520,덕산네오룩스|LX세미콘|서울반도체|선익시스템|이녹스첨단소재|AP시스템,semiconductors|materials|software platform,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
059120,아진엑스텍,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
059210,메타바이오메드,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
059270,해성에어로보틱스,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
060150,인선이엔티,324,012750|030190|383310|034950|036800|377460,에스원|NICE평가정보|에코프로에이치엔|한국기업평가|나이스정보통신|큐에이드,software platform|telecommunications,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
060230,제이케이시냅스,282,009150|011070|353200|222800|020150|007810,삼성전기|LG이노텍|대덕전자|심텍|롯데에너지머티리얼즈|코리아써키트,semiconductors|electrical equipment|energy,Information Technology,Semiconductors,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
060240,스타코링크,291,329180|042660|009540|010140|267250|443060,HD현대중공업|한화오션|HD한국조선해양|삼성중공업|HD현대|HD현대마린솔루션,software platform|industrial machinery|shipbuilding,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
060250,NHN KCP,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
060260,뉴보텍,320,018310|014280|005750|079000|006570|035200,삼목에스폼|금강공업|대림바스|와토스코리아|대림통상|프럼파스트,industrial machinery,Industrials,Machinery and Industrial Equipment,Industrial machinery and equipment manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
060280,큐렉소,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
060310,3S,299,034020|277810|241560|454910|267270|108490,두산에너빌리티|레인보우로보틱스|두산밥캣|두산로보틱스|HD건설기계|로보티즈,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
060370,LS마린솔루션,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,software platform|construction|industrial machinery,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
060380,동양에스텍,304,005490|004020|001430|016380|009520|002240,POSCO홀딩스|현대제철|세아베스틸지주|KG스틸|포스코엠텍|고려제강,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
060480,국일신동,322,010130|103140|295310|006110|005810|058430,고려아연|풍산|에이치브이엠|삼아알미늄|풍산홀딩스|포스코스틸리온,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
060540,에스에이티,292,204270|000670|025320|290550|097520|192650,제이앤티씨|영풍|시노펙스|디케이티|엠씨넥스|드림텍,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
060560,HC홈센타,289,002380|300720|038500|003300|344820|002030,KCC|한일시멘트|삼표시멘트|한일홀딩스|KCC글라스|아세아,materials|holding company,Materials,Metals and Materials,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
060570,드림어스컴퍼니,285,352820|035900|041510|122870|079160|035760,하이브|JYP Ent.|에스엠|와이지엔터테인먼트|CJ CGV|CJ ENM,media entertainment,Communication Services,Media and Entertainment,"Content production, distribution, and advertising",NAVER_STOCK_INDUSTRY_COMPARE
060590,씨티씨바이오,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
060720,KH바텍,292,204270|000670|025320|290550|097520|192650,제이앤티씨|영풍|시노펙스|디케이티|엠씨넥스|드림텍,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
060850,영림원소프트랩,287,012510|053800|356680|030520|475040|477850,더존비즈온|안랩|엑스게이트|한글과컴퓨터|스트라드비젼|마키나락스,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
060900,에이전트AI,295,009830|336260|112610|475150|083650|322000,한화솔루션|두산퓨얼셀|씨에스윈드|SK이터닉스|비에이치아이|HD현대에너지솔루션,battery|energy|software platform|industrial machinery,Industrials,Battery and Energy Storage,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
060980,HL홀딩스,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform|holding company,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
061040,알에프텍,292,204270|000670|025320|290550|097520|192650,제이앤티씨|영풍|시노펙스|디케이티|엠씨넥스|드림텍,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
061090,세나테크놀로지,294,489790|010170|218410|189300|032500|050890,한화비전|대한광통신|RFHIC|인텔리안테크|케이엠더블유|쏠리드,software platform|telecommunications,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
061250,화일약품,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
061970,LB세미콘,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
062040,산일전기,306,010120|267260|298040|006260|001440|000500,LS ELECTRIC|HD현대일렉트릭|효성중공업|LS|대한전선|가온전선,electrical equipment|industrial machinery,Industrials,Electrical Equipment,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
062970,한국첨단소재,294,489790|010170|218410|189300|032500|050890,한화비전|대한광통신|RFHIC|인텔리안테크|케이엠더블유|쏠리드,materials|software platform|telecommunications,Materials,Metals and Materials,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
063080,컴투스홀딩스,263,259960|036570|251270|263750|462870|192080,크래프톤|NC|넷마블|펄어비스|시프트업|더블유게임즈,gaming|holding company,Communication Services,Interactive Entertainment,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
063160,종근당바이오,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
063170,서울옥션,265,052020|051160|102370|003580|051390|064090,에스티큐브|지어소프트|케이옥션|HLB글로벌|YW|인크레더블버즈,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
063440,SM Life Design,285,352820|035900|041510|122870|079160|035760,하이브|JYP Ent.|에스엠|와이지엔터테인먼트|CJ CGV|CJ ENM,media entertainment,Communication Services,Media and Entertainment,"Content production, distribution, and advertising",NAVER_STOCK_INDUSTRY_COMPARE
063570,NICE인프라,324,012750|030190|383310|034950|036800|377460,에스원|NICE평가정보|에코프로에이치엔|한국기업평가|나이스정보통신|큐에이드,software platform|telecommunications,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
063760,이엘피,269,213420|108320|046890|171090|272290|265520,덕산네오룩스|LX세미콘|서울반도체|선익시스템|이녹스첨단소재|AP시스템,semiconductors|materials|software platform,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
064090,인크레더블버즈,265,052020|051160|102370|063170|003580|051390,에스티큐브|지어소프트|케이옥션|서울옥션|HLB글로벌|YW,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
064240,홈캐스트,328,071840|080420|064800|178780,롯데하이마트|모다이노칩|포니링크|일월지엠엘,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
064260,다날,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
064290,인텍플러스,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
064350,현대로템,284,012450|079550|047810|272210|032820|347700,한화에어로스페이스|LIG디펜스앤에어로스페이스|한국항공우주|한화시스템|우리기술|스피어,software platform|aerospace,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
064400,LG씨엔에스,267,018260|307950|377300|022100|181710|052400,삼성에스디에스|현대오토에버|카카오페이|포스코DX|NHN|코나아이,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
064480,브리지텍,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
064520,테크엘,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|software platform|construction,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
064550,바이오니아,286,196170|950160|298380|087010|347850|145020,알테오젠|코오롱티슈진|에이비엘바이오|펩트론|디앤디파마텍|휴젤,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
064760,티씨케이,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
064800,포니링크,328,071840|080420|064240|178780,롯데하이마트|모다이노칩|홈캐스트|일월지엠엘,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
064820,케이프,321,006800|138040|071050|005940|016360|039490,미래에셋증권|메리츠금융지주|한국금융지주|NH투자증권|삼성증권|키움증권,banking|financials|real estate|holding company,Financials,Banks,"Banking, spread income, fees, and capital-market services",NAVER_STOCK_INDUSTRY_COMPARE
064850,에프앤가이드,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
064960,SNT모티브,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
065060,지엔코,274,111770|383220|081660|009970|093050|007700,영원무역|F&F|미스토홀딩스|영원무역홀딩스|LF|F&F홀딩스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
065130,탑엔지니어링,292,204270|000670|025320|290550|097520|192650,제이앤티씨|영풍|시노펙스|디케이티|엠씨넥스|드림텍,construction,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
065150,대산F&B,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",NAVER_STOCK_INDUSTRY_COMPARE
065170,비엘팜텍,316,214370|085660|376270|200130|144510|194700,케어젠|차바이오텍|HEM파마|콜마비앤에이치|지씨셀|노바렉스,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
065350,신성델타테크,298,021240|009450|192400|284740|270660|042600,코웨이|경동나비엔|쿠쿠홀딩스|쿠쿠홈시스|에브리봇|새로닉스,software platform|holding company,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
065370,위세아이텍,287,012510|053800|356680|030520|475040|477850,더존비즈온|안랩|엑스게이트|한글과컴퓨터|스트라드비젼|마키나락스,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
065420,에스아이리소스,313,034730|096770|010950|078930|006120|0001A0,SK|SK이노베이션|S-Oil|GS|SK디스커버리|덕양에너젠,energy,Energy,Energy Infrastructure,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
065440,이루온,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
065450,빅텍,284,012450|064350|079550|047810|272210|032820,한화에어로스페이스|현대로템|LIG디펜스앤에어로스페이스|한국항공우주|한화시스템|우리기술,software platform|aerospace,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
065500,오리엔트정공,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
065510,휴비츠,281,028300|214450|214150|290650|491000|137310,HLB|파마리서치|클래시스|엘앤씨바이오|리브스메드|에스디바이오센서,biotech,Health Care,Biotechnology,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
065530,와이어블,333,017670|032640|006490,SK텔레콤|LG유플러스|프리티,telecommunications,Communication Services,Telecommunications,Telecom network subscription services,NAVER_STOCK_INDUSTRY_COMPARE
065570,삼영이엔씨,291,329180|042660|009540|010140|267250|443060,HD현대중공업|한화오션|HD한국조선해양|삼성중공업|HD현대|HD현대마린솔루션,software platform|industrial machinery|shipbuilding,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
065650,하이퍼코퍼레이션,293,046970|093190|054800|332370|045660|049480,우리로|빅솔론|아이디스홀딩스|아이디피|에이텍|오픈베이스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
065660,안트로젠,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
065680,우주일렉트로,292,204270|000670|025320|290550|097520|192650,제이앤티씨|영풍|시노펙스|디케이티|엠씨넥스|드림텍,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
065690,파커스,293,046970|093190|054800|332370|045660|049480,우리로|빅솔론|아이디스홀딩스|아이디피|에이텍|오픈베이스,holding company,Financials,Investment Holding Companies,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
065710,서호전기,296,088980|415640|005430|003100|045340|038620,맥쿼리인프라|KB발해인프라|한국공항|선광|토탈소프트|위즈코프,electrical equipment,Industrials,Electrical Equipment,Electrical equipment and components manufacturing,NAVER_STOCK_INDUSTRY_COMPARE
065770,CS,294,489790|010170|218410|189300|032500|050890,한화비전|대한광통신|RFHIC|인텔리안테크|케이엠더블유|쏠리드,software platform|telecommunications,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
065950,웰크론,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
066130,하츠,298,021240|009450|192400|065350|284740|270660,코웨이|경동나비엔|쿠쿠홀딩스|신성델타테크|쿠쿠홈시스|에브리봇,software platform|holding company,Information Technology,Software,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
066310,큐에스아이,278,005930|000660|402340|042700|036930|007660,삼성전자|SK하이닉스|SK스퀘어|한미반도체|주성엔지니어링|이수페타시스,semiconductors|construction,Information Technology,Semiconductors,Semiconductor manufacturing or supply chain,NAVER_STOCK_INDUSTRY_COMPARE
066360,체리부로,268,003230|271560|097950|026960|004370|140410,삼양식품|오리온|CJ제일제당|동서|농심|메지온,food and beverage,Consumer Staples,Food and Beverage,"Packaged food, beverage, and consumer staples",NAVER_STOCK_INDUSTRY_COMPARE
066410,버킷스튜디오,267,018260|307950|064400|377300|022100|181710,삼성에스디에스|현대오토에버|LG씨엔에스|카카오페이|포스코DX|NHN,automotive|software platform|media entertainment,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
066430,아이로보틱스,272,051910|003670|086520|011790|010060|014680,LG화학|포스코퓨처엠|에코프로|SKC|OCI홀딩스|한솔케미칼,chemicals|holding company,Materials,Specialty Chemicals,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
066570,LG전자,307,008700|078890|084730|032540|175140|089850,아남전자|가온그룹|팅크웨어|TJ미디어|휴먼테크놀로지|유비벨록스,semiconductors|software platform|media entertainment,Information Technology,Semiconductors,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
066590,스모트로닉,270,012330|161390|018880|005850|204320|000240,현대모비스|한국타이어앤테크놀로지|한온시스템|에스엘|HL만도|한국앤컴퍼니,automotive|software platform,Consumer Discretionary,Automobiles,Platform software and recurring services,NAVER_STOCK_INDUSTRY_COMPARE
066620,국보디자인,279,000720|028050|047040|375500|006360|097230,현대건설|삼성E&A|대우건설|DL이앤씨|GS건설|HJ중공업,construction|industrial machinery,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",NAVER_STOCK_INDUSTRY_COMPARE
066670,디티씨,292,204270|000670|025320|290550|097520|192650,제이앤티씨|영풍|시노펙스|디케이티|엠씨넥스|드림텍,general listed company,General Listed Equity,Listed Operating Company,Operating company,NAVER_STOCK_INDUSTRY_COMPARE
066700,테라젠이텍스,261,207940|068270|0126Z0|326030|000100|141080,삼성바이오로직스|셀트리온|삼성에피스홀딩스|SK바이오팜|유한양행|리가켐바이오,biotech|holding company,Health Care,Biotechnology,Investment holding and portfolio management,NAVER_STOCK_INDUSTRY_COMPARE
